,0
0,1.0851396322250366
1,0.9735794067382812
2,0.963909924030304
3,0.994124174118042
4,1.0191291570663452
5,1.0131393671035767
6,0.9090388417243958
7,0.9899951815605164
8,0.9654443264007568
9,1.0015017986297607
10,1.0045349597930908
11,0.9280828237533569
12,0.8966261148452759
13,0.948093593120575
14,0.9002104997634888
15,0.8904851675033569
16,0.876750648021698
17,0.9001095294952393
18,0.875842273235321
19,0.860775351524353
20,0.8295549154281616
21,0.8846150040626526
22,0.7949795722961426
23,0.8229179382324219
24,0.8312737345695496
25,0.8278319835662842
26,0.8074295520782471
27,0.8240392804145813
28,0.7866309285163879
29,0.8637083172798157
30,0.8177204728126526
31,0.8008390069007874
32,0.7654144763946533
33,0.7288925647735596
34,0.7413526177406311
35,0.707813024520874
36,0.7294626832008362
37,0.6683326959609985
38,0.6819034814834595
39,0.6370239853858948
40,0.6490469574928284
41,0.6171828508377075
42,0.6335806846618652
43,0.6329339742660522
44,0.6344698071479797
45,0.5869134664535522
46,0.6020788550376892
47,0.578575074672699
48,0.5715300440788269
49,0.5628452301025391
50,0.579450249671936
51,0.5715248584747314
52,0.5714367032051086
53,0.53775954246521
54,0.5465230345726013
55,0.5650323629379272
56,0.5043045878410339
57,0.5538579821586609
58,0.49731332063674927
59,0.5369775295257568
60,0.49579527974128723
61,0.5033800005912781
62,0.4739373028278351
63,0.45823681354522705
64,0.48013633489608765
65,0.47976475954055786
66,0.4542821943759918
67,0.48811206221580505
68,0.45745348930358887
69,0.43285223841667175
70,0.4429158866405487
71,0.45496001839637756
72,0.43078699707984924
73,0.43823757767677307
74,0.4367818832397461
75,0.4422135055065155
76,0.4347483515739441
77,0.4047424793243408
78,0.41451776027679443
79,0.4315885901451111
80,0.4200657606124878
81,0.40344318747520447
82,0.3929983079433441
83,0.39400532841682434
84,0.39020293951034546
85,0.3948350250720978
86,0.37805435061454773
87,0.3765932321548462
88,0.37633073329925537
89,0.4106735587120056
90,0.3833267092704773
91,0.36424320936203003
92,0.3714302182197571
93,0.36201316118240356
94,0.3484033942222595
95,0.35065609216690063
96,0.3401581645011902
97,0.3607075810432434
98,0.35382363200187683
99,0.35880324244499207
100,0.3463175594806671
101,0.3351191580295563
102,0.34506523609161377
103,0.33198845386505127
104,0.3388979732990265
105,0.3244890868663788
106,0.3326379656791687
107,0.33083686232566833
108,0.31993556022644043
109,0.3235233426094055
110,0.3198956251144409
111,0.32507801055908203
112,0.3182581663131714
113,0.31042367219924927
114,0.3058905005455017
115,0.3170630931854248
116,0.33936354517936707
117,0.2976742684841156
118,0.2988906800746918
119,0.2969757914543152
120,0.2960920035839081
121,0.3101358115673065
122,0.2966676652431488
123,0.30509862303733826
124,0.3003878891468048
125,0.29418063163757324
126,0.3015908896923065
127,0.28294602036476135
128,0.3010369837284088
129,0.28024423122406006
130,0.2819890081882477
131,0.2716931402683258
132,0.3017761707305908
133,0.27410411834716797
134,0.2906920313835144
135,0.2938935160636902
136,0.27879798412323
137,0.26367685198783875
138,0.2901797592639923
139,0.29275935888290405
140,0.26281899213790894
141,0.24902676045894623
142,0.2811371684074402
143,0.262226939201355
144,0.2807770073413849
145,0.26077142357826233
146,0.26701873540878296
147,0.2781941890716553
148,0.260250985622406
149,0.2455672323703766
150,0.2630747854709625
151,0.2555168569087982
152,0.25698205828666687
153,0.24674467742443085
154,0.2492823600769043
155,0.26033249497413635
156,0.24574029445648193
157,0.24447225034236908
158,0.2471388876438141
159,0.24582915008068085
160,0.2610471248626709
161,0.24459175765514374
162,0.24369435012340546
163,0.23069696128368378
164,0.25417447090148926
165,0.2361346036195755
166,0.2621617019176483
167,0.2487577497959137
168,0.24207653105258942
169,0.21797576546669006
170,0.25427088141441345
171,0.22677868604660034
172,0.2298477739095688
173,0.23041746020317078
174,0.22058114409446716
175,0.22976845502853394
176,0.23688942193984985
177,0.22885164618492126
178,0.2210080921649933
179,0.22581538558006287
180,0.20737670361995697
181,0.22535397112369537
182,0.22987304627895355
183,0.23165500164031982
184,0.20719890296459198
185,0.2188974916934967
186,0.21057821810245514
187,0.22613295912742615
188,0.22251972556114197
189,0.21274402737617493
190,0.21471568942070007
191,0.2301112711429596
192,0.22297316789627075
193,0.21333613991737366
194,0.21371132135391235
195,0.2120179533958435
196,0.22344982624053955
197,0.2202993780374527
198,0.2174525260925293
199,0.221327006816864
